city,timestamp,temperature,season
New York,2010-01-01,-0.5307270055960104,winter
New York,2010-01-02,8.871264920299065,winter
New York,2010-01-03,-2.8566570715653725,winter
New York,2010-01-04,10.218739492329796,winter
New York,2010-01-05,-1.7135979394748022,winter
New York,2010-01-06,3.0376312450870167,winter
New York,2010-01-07,-3.4025406381902785,winter
New York,2010-01-08,-3.532318383867202,winter
New York,2010-01-09,-7.48314072725898,winter
New York,2010-01-10,-3.1205653441968435,winter
New York,2010-01-11,-3.0970186968818014,winter
New York,2010-01-12,-4.545719804035048,winter
New York,2010-01-13,-5.442793406354402,winter
New York,2010-01-14,-4.0167989910809085,winter
New York,2010-01-15,-8.628288862508963,winter
New York,2010-01-16,-1.108612790728323,winter
New York,2010-01-17,-1.2032383247692582,winter
New York,2010-01-18,3.9472364591811786,winter
New York,2010-01-19,4.4943275820403255,winter
New York,2010-01-20,4.164265258447425,winter
New York,2010-01-21,7.154928650050461,winter
New York,2010-01-22,-7.2023277738266875,winter
New York,2010-01-23,-0.43199920801443054,winter
New York,2010-01-24,1.864331678940025,winter
New York,2010-01-25,-1.042209306997508,winter
New York,2010-01-26,2.0229097486653194,winter
New York,2010-01-27,2.4851345113488215,winter
New York,2010-01-28,-3.008056430490642,winter
New York,2010-01-29,1.7115451529893053,winter
New York,2010-01-30,4.226841053190245,winter
New York,2010-01-31,-4.182436641654691,winter
New York,2010-02-01,-3.8677285549832074,winter
New York,2010-02-02,-1.9937205089216006,winter
New York,2010-02-03,-0.8152937510712988,winter
New York,2010-02-04,11.044823612037845,winter
New York,2010-02-05,1.3549975501241942,winter
New York,2010-02-06,-3.6227132784141514,winter
New York,2010-02-07,-3.4665351696792928,winter
New York,2010-02-08,0.5397267348226047,winter
New York,2010-02-09,-0.7974041028648792,winter
New York,2010-02-10,-4.708109062279145,winter
New York,2010-02-11,-0.4220176172884494,winter
New York,2010-02-12,-12.176045798013275,winter
New York,2010-02-13,3.1904399221398414,winter
New York,2010-02-14,-0.7887150185929191,winter
New York,2010-02-15,0.6758860611549256,winter
New York,2010-02-16,2.1869693365431626,winter
New York,2010-02-17,-5.942714175302324,winter
New York,2010-02-18,7.07564367588689,winter
New York,2010-02-19,2.9851677051680827,winter
New York,2010-02-20,-0.8465734517665415,winter
New York,2010-02-21,1.2380467649603744,winter
New York,2010-02-22,-2.6573777439722663,winter
New York,2010-02-23,-4.392114234865171,winter
New York,2010-02-24,0.002888894689466505,winter
New York,2010-02-25,-1.6719525963151973,winter
New York,2010-02-26,3.160879904702819,winter
New York,2010-02-27,0.45500788976327283,winter
New York,2010-02-28,5.470095644600149,winter
New York,2010-03-01,7.513512349809691,spring
New York,2010-03-02,12.907139590257588,spring
New York,2010-03-03,10.366555186438104,spring
New York,2010-03-04,17.353050610062404,spring
New York,2010-03-05,12.16000796160783,spring
New York,2010-03-06,8.93483536277748,spring
New York,2010-03-07,8.157331379265504,spring
New York,2010-03-08,2.8670908443772927,spring
New York,2010-03-09,12.705674387735304,spring
New York,2010-03-10,6.920572513522332,spring
New York,2010-03-11,2.710549528060607,spring
New York,2010-03-12,16.451271485477456,spring
New York,2010-03-13,10.845677808903545,spring
New York,2010-03-14,8.84923303927674,spring
New York,2010-03-15,11.516116580348891,spring
New York,2010-03-16,6.63109032669686,spring
New York,2010-03-17,17.401982374495198,spring
New York,2010-03-18,9.468302059473558,spring
New York,2010-03-19,11.101431457159457,spring
New York,2010-03-20,-1.8884964074856967,spring
New York,2010-03-21,9.728068609402978,spring
New York,2010-03-22,7.696473061036057,spring
New York,2010-03-23,12.523415497325539,spring
New York,2010-03-24,-1.036869879810629,spring
New York,2010-03-25,12.68531641635137,spring
New York,2010-03-26,13.1419989531661,spring
New York,2010-03-27,12.398881190902216,spring
New York,2010-03-28,3.4846315653666124,spring
New York,2010-03-29,6.002947775354576,spring
New York,2010-03-30,3.5126502815532916,spring
New York,2010-03-31,15.062231805967347,spring
New York,2010-04-01,7.735275252386165,spring
New York,2010-04-02,13.368624882210117,spring
New York,2010-04-03,11.666982547638948,spring
New York,2010-04-04,8.151589765744497,spring
New York,2010-04-05,4.66863498427137,spring
New York,2010-04-06,13.765470669568106,spring
New York,2010-04-07,19.860352962339952,spring
New York,2010-04-08,6.432991511319329,spring
New York,2010-04-09,9.748902499650006,spring
New York,2010-04-10,8.531393906177613,spring
New York,2010-04-11,12.277498306053197,spring
New York,2010-04-12,16.648626072044202,spring
New York,2010-04-13,20.173260681857208,spring
New York,2010-04-14,7.288964822229224,spring
New York,2010-04-15,6.688200175797004,spring
New York,2010-04-16,4.3218840819611355,spring
New York,2010-04-17,18.133048440255997,spring
New York,2010-04-18,5.55470445281348,spring
New York,2010-04-19,10.112023969655567,spring
New York,2010-04-20,3.777430962056042,spring
New York,2010-04-21,20.757219958995037,spring
New York,2010-04-22,15.773896302482994,spring
New York,2010-04-23,12.555182418211388,spring
New York,2010-04-24,5.151335963047207,spring
New York,2010-04-25,14.691450381189938,spring
New York,2010-04-26,15.172103355993848,spring
New York,2010-04-27,10.954675787005339,spring
New York,2010-04-28,12.204993127674369,spring
New York,2010-04-29,12.700806910054466,spring
New York,2010-04-30,14.873519801051941,spring
New York,2010-05-01,15.028821664424658,spring
New York,2010-05-02,10.159747313893035,spring
New York,2010-05-03,1.74693373354261,spring
New York,2010-05-04,4.618612041328624,spring
New York,2010-05-05,6.699671869538074,spring
New York,2010-05-06,7.499585616988776,spring
New York,2010-05-07,9.345659119276531,spring
New York,2010-05-08,7.866987656753472,spring
New York,2010-05-09,1.8244482625822336,spring
New York,2010-05-10,6.215394179684825,spring
New York,2010-05-11,1.0017528673066813,spring
New York,2010-05-12,12.11716713715554,spring
New York,2010-05-13,9.9084769195786,spring
New York,2010-05-14,15.839657000138363,spring
New York,2010-05-15,16.611441594062327,spring
New York,2010-05-16,7.708306773603547,spring
New York,2010-05-17,8.69782757759831,spring
New York,2010-05-18,8.118235523132372,spring
New York,2010-05-19,10.085660792571757,spring
New York,2010-05-20,18.502858568144593,spring
New York,2010-05-21,3.9979687035422877,spring
New York,2010-05-22,5.883024879493048,spring
New York,2010-05-23,15.998141081281894,spring
New York,2010-05-24,11.04749164418165,spring
New York,2010-05-25,12.821469198643488,spring
New York,2010-05-26,11.586177999084633,spring
New York,2010-05-27,6.368613286370777,spring
New York,2010-05-28,-3.424594246390553,spring
New York,2010-05-29,8.280130973672234,spring
New York,2010-05-30,11.505690118360043,spring
New York,2010-05-31,12.102933237158277,spring
New York,2010-06-01,25.772095778102855,summer
New York,2010-06-02,35.71198965151314,summer
New York,2010-06-03,27.934027340128306,summer
New York,2010-06-04,24.299093969563305,summer
New York,2010-06-05,31.15438515444522,summer
New York,2010-06-06,17.823121344695906,summer
New York,2010-06-07,23.699196175808417,summer
New York,2010-06-08,20.81558099765446,summer
New York,2010-06-09,18.07666231441116,summer
New York,2010-06-10,27.796349747834235,summer
New York,2010-06-11,25.594864375331802,summer
New York,2010-06-12,19.8208194380951,summer
New York,2010-06-13,41.27320762234933,summer
New York,2010-06-14,27.691835482815197,summer
New York,2010-06-15,25.402080427012777,summer
New York,2010-06-16,23.17559149077607,summer
New York,2010-06-17,26.665831713182104,summer
New York,2010-06-18,19.15633183536334,summer
New York,2010-06-19,19.794527194188625,summer
New York,2010-06-20,31.235756606365268,summer
New York,2010-06-21,30.948033378836342,summer
New York,2010-06-22,25.67665679328167,summer
New York,2010-06-23,20.39844252928843,summer
New York,2010-06-24,19.33067451739597,summer
New York,2010-06-25,27.86393351999585,summer
New York,2010-06-26,31.974927462492413,summer
New York,2010-06-27,20.72730210944178,summer
New York,2010-06-28,23.504770348826938,summer
New York,2010-06-29,27.021816570327232,summer
New York,2010-06-30,28.018948846075247,summer
New York,2010-07-01,26.74704926430215,summer
New York,2010-07-02,24.13695165529531,summer
New York,2010-07-03,24.73040741171328,summer
New York,2010-07-04,26.181948993976757,summer
New York,2010-07-05,25.508334093277732,summer
New York,2010-07-06,30.114589816631053,summer
New York,2010-07-07,23.74392585800344,summer
New York,2010-07-08,20.969967246591807,summer
New York,2010-07-09,25.542623405737295,summer
New York,2010-07-10,28.494480616133174,summer
New York,2010-07-11,17.38599819708028,summer
New York,2010-07-12,29.494196064974712,summer
New York,2010-07-13,12.41818083222271,summer
New York,2010-07-14,26.65092790294277,summer
New York,2010-07-15,21.68471887098233,summer
New York,2010-07-16,25.64040918157397,summer
New York,2010-07-17,30.85059033019021,summer
New York,2010-07-18,28.51040336174448,summer
New York,2010-07-19,34.03990558660808,summer
New York,2010-07-20,29.675043275802448,summer
New York,2010-07-21,25.724857618048294,summer
New York,2010-07-22,27.633874787049486,summer
New York,2010-07-23,18.103226251925623,summer
New York,2010-07-24,25.073077544622585,summer
New York,2010-07-25,18.073047493343037,summer
New York,2010-07-26,28.14959011701424,summer
New York,2010-07-27,15.573492912249696,summer
New York,2010-07-28,20.965692989592313,summer
New York,2010-07-29,27.86709461168638,summer
New York,2010-07-30,22.989710162951773,summer
New York,2010-07-31,18.152661700233534,summer
New York,2010-08-01,23.60103145675995,summer
New York,2010-08-02,21.075248714590654,summer
New York,2010-08-03,25.943542991675866,summer
New York,2010-08-04,28.402996034146195,summer
New York,2010-08-05,28.1728865049608,summer
New York,2010-08-06,13.33009261070661,summer
New York,2010-08-07,23.797436649954243,summer
New York,2010-08-08,22.419406143077026,summer
New York,2010-08-09,30.90153333645111,summer
New York,2010-08-10,32.409675715547486,summer
